,CD14+_Monocytes,CD4_T_cells,FCGR3A+_Monocytes,NK_cells,Dendritic_cells,CD8_T_cells,B_cells_1,B_cells_2
ACYP2,1254.4772,2786.9453,163.92416,188.27365,131.00227,386.4035,641.703,57.311493
AC008280.3,0.0,15.669811,0.0,0.0,0.0,6.560635,0.0,0.0
SPTBN1,186.5793,3768.5007,9.084394,169.62302,62.63366,415.0677,472.28336,21.130592
AC093110.1,32.49607,476.26068,4.8493886,8.673951,0.0,15.8768835,34.157753,0.8867993
EML6,24.81146,36.79995,20.494625,6.2356176,12.981206,0.0,315.2643,0.0
AC104781.2,0.0,5.624267,9.401626,0.0,0.0,0.0,35.124924,0.0
RTN4,4996.1025,3587.896,820.1345,361.4468,499.26123,719.9309,510.5576,60.78937
CLHC1,97.77577,200.87468,20.188822,6.8020186,14.236286,34.943924,31.376183,0.0
RPS27A,5864.465,24074.99,1425.0907,1367.9889,1062.5984,3781.242,3444.4993,205.89816
MTIF2,450.4506,567.32556,118.27284,35.284172,81.297,86.595795,160.25798,20.402441
AC012358.3,638.0733,405.84616,69.130875,35.06772,117.69836,27.994343,52.8332,33.56627
CCDC88A,4355.2236,861.66595,437.18567,9.769563,577.3458,94.121185,258.57495,162.04425
CFAP36,129.03603,1180.7494,33.75413,17.202719,10.598867,139.97,45.20447,0.0
PPP4R3B,2139.4956,3439.4302,295.47278,174.64804,205.23624,585.66486,518.3476,44.81211
AC015982.2,47.089516,220.23041,7.5227637,14.750948,0.0,24.466215,0.0,0.0
PNPT1,942.7327,1243.3263,74.167366,81.75139,64.73207,177.1101,115.854866,22.132257
CCDC85A,6.7024865,32.59783,0.0,0.0,0.0,7.262002,0.0,0.0
AC132153.1,45.91075,17.04313,20.67765,0.0,8.282968,0.0,69.04334,5.211837
VRK2,3509.1228,1291.6694,470.63937,153.18356,285.30276,329.41977,685.19183,60.80446
AC068193.1,111.80169,95.70041,28.13982,21.120504,8.860532,30.627258,60.451115,2.6093397
FANCL,419.26028,183.90761,65.77519,11.587685,95.730156,90.08345,214.47864,12.35548
LINC01122,19.448029,23.826046,0.0,0.0,0.0,7.0797377,16.429832,4.7789373
AC007100.1,5.8237944,5.4573836,0.0,0.0,12.522065,0.0,27.817345,22.885782
AC007381.1,16.848072,13.023604,0.0,0.0,37.89301,6.650648,164.33713,111.27192
BCL11A,1360.4281,120.12483,275.96707,7.798026,291.5787,0.0,1716.8973,208.75787
PAPOLG,516.26373,1041.7737,107.238716,74.208374,52.385937,197.74559,157.78883,16.982286
LINC01185,59.54558,47.08142,5.422539,0.0,8.471881,6.6744003,17.616829,3.0100617
REL,3635.6099,2123.9814,551.2429,413.54584,301.34085,634.2864,1228.118,35.57533
PUS10,369.0218,343.3256,83.388664,44.39754,49.1989,109.700966,67.346214,2.574561
PEX13,349.4399,638.5539,51.874935,37.42493,54.026554,91.41951,51.42638,7.3051844
KIAA1841,326.30984,218.92415,45.64621,15.160973,13.482664,54.79573,33.748142,0.0
AC016747.1,45.28134,121.78965,10.156093,10.9227085,21.964651,25.302647,22.262163,3.647788
C2orf74,145.20595,598.2046,50.36883,38.057034,28.944448,106.752266,129.9036,2.4508476
AC016747.2,0.0,47.943844,0.0,0.0,0.0,0.0,7.0564947,0.0
USP34,4529.054,7523.9106,545.3262,559.1263,436.1557,1359.2183,1157.3716,100.62929
AC016727.1,210.2757,218.16733,18.352642,15.548001,24.499052,63.03812,60.95521,9.542191
XPO1,1744.942,3278.4417,393.29202,307.3708,267.3867,594.9885,599.6712,63.00957
AC016727.3,0.0,27.731941,5.133205,0.0,17.096935,6.3051796,7.2422285,0.0
FAM161A,13.914919,144.01437,0.0,0.0,0.0,1.772367,18.1126,2.3910584
CCT4,909.7136,2874.4443,210.89029,209.50063,237.1428,483.16547,373.55838,31.54735
AC107081.2,95.28651,276.00558,4.361576,0.0,2.5244217,13.763031,32.073425,8.320299
COMMD1,1837.8749,2255.1687,315.72168,140.47089,126.35684,500.18756,431.74728,54.72653
AC018462.1,205.97388,355.44345,46.432182,0.0,9.869848,52.798668,81.03183,13.386169
B3GNT2,268.2015,445.75027,66.45417,41.387695,60.084835,104.61974,93.1071,9.409957
EHBP1,1111.389,2553.9912,134.6038,207.01132,64.52174,399.91772,465.70792,37.602997
AC092567.1,40.032547,164.96628,15.038807,11.305954,2.5346017,23.754223,32.96061,9.091164
AC007098.1,46.064995,349.60553,11.646288,16.722866,4.820124,44.254013,42.04032,2.3910584
AC009501.3,52.85554,215.8767,17.284685,32.895256,0.0,0.0,39.01145,6.111926
WDPCP,1763.4758,2984.1465,283.96863,173.50038,132.5339,390.85226,539.7065,62.847008
MDH1,534.405,2024.9032,216.19258,117.32559,123.88551,331.7465,297.81213,35.65192
UGP2,1053.6001,2315.574,224.76895,172.0824,115.42537,341.25305,214.3356,19.289877
VPS54,2031.0071,1708.3345,156.639,94.590904,93.32983,472.31778,193.23622,28.201576
PELI1,5172.511,2787.2556,560.5415,59.040447,128.73354,159.67697,832.9795,24.799076
AC012368.1,705.38947,246.4022,95.64655,0.0,11.873661,0.0,139.93802,2.9716554
LINC00309,44.424118,12.209394,5.083329,0.0,0.0,0.0,0.0,0.0
LGALSL-DT,18.2744,56.01866,0.0,0.0,0.0,0.0,8.02294,0.0
AC008074.2,41.966187,8.189585,5.0050974,0.0,7.9447737,0.0,36.70326,0.0
AFTPH,2769.565,1994.8265,462.79605,133.10667,256.513,450.52005,815.43384,66.37947
LINC02579,13.469759,8.380864,0.0,0.0,0.0,0.0,0.0,0.0
SERTAD2,1613.3762,1310.826,214.473,98.8294,193.0322,134.36884,294.25592,69.75827
AC007365.1,136.96516,45.48603,6.226328,27.142319,0.0,9.134051,14.468849,0.0
AC007880.1,0.0,0.0,0.0,0.0,9.345994,0.0,9.733253,12.848583
LINC01800,36.837826,0.0,10.747158,0.0,8.1371355,0.0,148.34888,24.27018
LINC02245,411.63284,537.9648,173.07326,20.144651,143.14091,56.022514,522.96857,68.338356
SLC1A4,198.96838,71.4171,86.199524,15.780734,54.083916,26.326143,55.117073,20.946558
LINC02576,57.491184,94.49509,33.666477,9.79631,42.03911,15.081151,103.74605,12.659337
CEP68,451.43576,1559.0519,103.04972,21.943192,109.38815,74.94222,137.41318,29.60198
RAB1A,4041.195,2829.8433,486.90775,221.05446,206.78052,494.72455,429.114,58.79072
ACTR2,5466.3325,5533.7925,1047.9758,508.98703,621.5836,1240.7145,1075.8169,139.66507
SPRED2,698.52155,66.77775,15.27126,14.605516,45.8918,24.403303,44.79783,30.826239
AC007389.1,26.575981,64.23966,5.4214907,0.0,2.2941275,8.953496,0.0,0.0
LINC01873,0.0,43.967987,0.0,0.0,0.0,0.0,9.142463,0.0
MEIS1,45.879948,40.787098,19.377274,6.954007,8.705962,0.0,6.8158274,6.8158274
LINC01798,0.0,9.887786,0.0,8.773487,0.0,0.0,0.0,0.0
LINC01828,10.69928,12.562895,0.0,0.0,0.0,0.0,0.0,0.0
LINC01829,29.601173,117.00215,0.0,8.230193,11.488634,7.800356,26.263168,3.0282319
ETAA1,140.58026,355.94318,17.297705,37.56225,11.5964775,32.35358,53.710106,4.7622213
C1D,534.9714,1029.3456,188.01573,150.80733,88.703476,229.37636,261.08994,10.862586
WDR92,122.0731,523.72723,17.217554,40.769283,43.114464,120.21332,149.35085,17.460546
PNO1,363.19946,537.06683,73.19228,31.76124,43.017414,123.544304,83.03761,17.819246
PPP3R1,4082.8745,3212.0327,459.4015,195.52994,259.39108,570.67004,458.70847,43.246586
AC017083.2,0.0,3.8022547,0.0,7.6644354,11.488634,11.004325,0.0,0.0
AC017083.1,74.85338,60.287697,10.563858,0.0,2.3421166,14.532028,0.0,0.0
PLEK,4095.5933,307.32407,795.6765,730.27673,363.4138,1094.8207,640.0341,161.01694
FBXO48,54.91795,156.74335,12.555204,0.0,0.0,41.754276,0.0,0.0
APLF,308.74292,619.62683,26.908358,15.519819,20.293898,78.690216,184.80212,20.748264
ARHGAP25,4002.9392,5789.133,826.6058,318.10446,184.81453,1167.5304,855.9492,72.07625
LINC01890,59.67329,54.003136,7.8930817,0.0,0.0,0.0,7.3986964,0.0
LINC01888,28.360546,44.895443,0.0,0.0,8.989794,0.0,0.0,0.0
GFPT1,780.0938,1021.6453,124.542145,71.2631,78.96104,249.05092,119.780754,28.364155
NFU1,243.99237,788.2619,78.08014,85.10452,32.620625,142.46497,144.67148,4.836972
AAK1,3544.5583,12477.2705,400.4211,795.75085,225.2083,1856.4374,76.67723,13.096462
ANXA4,1240.4736,546.9739,318.1471,158.6477,168.0009,216.77151,275.09006,19.267439
AC092431.1,20.965683,10.838962,0.0,0.0,7.9447737,0.0,7.076087,0.0
GMCL1,533.3,1624.4066,75.94572,106.727615,85.23911,187.05635,190.1422,51.611607
SNRNP27,446.048,1269.9551,86.69494,85.05357,81.6011,202.04642,171.0476,19.803486
MXD1,3567.42,715.41595,381.5009,67.08089,168.95567,219.3973,99.94236,22.20997
ASPRV1,3.9539294,18.150812,0.0,0.0,0.0,0.0,0.0,0.0
PCBP1-AS1,1050.3726,1558.9497,149.79045,59.31151,82.9174,230.6425,183.08849,20.404917
PCBP1,1682.7428,3192.7534,415.20605,378.63986,265.1043,620.01184,400.23532,39.17847
AC016700.3,19.690462,16.652613,8.033517,0.0,0.0,0.0,0.0,0.0
LINC01816,40.780228,37.72817,0.0,0.0,0.0,0.0,0.0,0.0
C2orf42,122.415115,340.48663,12.477679,37.02235,4.400168,81.61331,48.76534,9.589052
TIA1,761.8712,1254.262,98.19907,68.84636,76.29632,207.83337,288.86313,32.169
PCYOX1,100.85874,513.9849,17.796993,30.401773,51.683002,92.04093,68.234,10.329712
SNRPG,1184.7258,2525.8438,369.43634,303.328,219.44798,504.19766,435.8919,48.529896
FAM136A,239.12576,524.6852,55.15109,32.962467,66.05023,65.72412,91.134254,2.9070172
TGFA,69.12455,60.12453,0.0,6.6343756,2.6066847,35.490234,0.0,0.0
ADD2,14.034908,128.0456,57.245914,0.0,0.0,0.0,247.88257,0.0
AC005234.2,0.0,8.35622,0.0,0.0,0.0,0.0,7.7038527,0.0
ANKRD53,16.612267,33.863396,4.3157077,7.0213475,0.0,0.0,0.0,0.0
TEX261,213.36745,269.6203,36.742744,48.414036,12.452671,60.292103,46.401768,10.951825
AC007040.1,9.022754,0.0,2.5892093,0.0,0.0,0.0,8.125049,0.0
AC007881.2,269.4063,15.824956,10.221008,0.0,28.00771,0.0,9.472777,0.0
NAGK,3048.075,860.6368,635.6274,71.14097,355.75415,118.74514,352.14114,59.223522
AC007881.3,17.447027,5.1798453,0.0,0.0,0.0,0.0,0.0,0.0
MCEE,300.94315,432.69742,32.11404,40.70162,15.35054,63.462482,62.07441,9.012064
AC007881.4,17.903782,60.13728,0.0,0.0,7.9175963,0.0,0.0,0.0
MPHOSPH10,461.50458,1556.6602,61.76434,132.29106,109.44252,238.84576,165.44986,10.855502
PAIP2B,9.874791,174.10226,5.2847986,35.041462,11.1788645,18.289936,119.67207,24.328878
ZNF638,3279.9678,5822.833,482.41025,207.35593,279.69562,873.13434,936.546,86.815315
AC007878.1,35.899773,76.93021,11.006664,8.773487,0.0,7.7817626,2.4508476,2.4508476
DYSF,5056.409,235.36018,207.2691,30.809803,0.0,36.310177,14.476443,0.0
EXOC6B,1517.9097,3461.3594,230.562,130.52567,110.1947,434.6537,445.95828,3.3030543
SPR,14.168852,4.1849456,0.0,0.0,0.0,0.0,0.0,0.0
SFXN5,1257.9589,285.64886,80.38879,52.470886,94.435555,30.82796,64.964134,3.320437
RAB11FIP5,36.379654,176.08514,8.360316,15.661823,0.0,49.656403,0.0,0.0
SMYD5,26.96538,283.44498,10.753506,0.0,2.199674,13.836091,17.445263,0.0
PRADC1,42.165943,152.23251,77.11827,14.909569,8.705962,45.40191,20.76859,0.0
CCT7,559.7898,2466.66,241.06395,169.60779,195.92389,474.36285,505.43912,29.196156
FBXO41,198.76915,186.90985,33.080666,13.103148,61.75467,63.417572,34.02883,12.386219
ALMS1,517.8938,1564.9983,55.751637,52.185596,101.16044,201.12053,166.73389,24.83182
ALMS1-IT1,9.743651,26.487844,0.0,0.0,4.852934,8.953496,11.543699,0.0
AC074008.1,4.8907175,21.846256,0.0,0.0,0.0,3.8735855,0.0,0.0
TPRKB,137.07451,765.61365,66.45436,34.925762,67.1627,167.03879,95.926865,13.908852
DUSP11,250.9428,830.3454,88.62124,64.17709,33.053387,135.27313,126.91537,8.9006195
STAMBP,760.86255,986.9761,100.43889,85.42043,101.24571,191.50266,135.13196,20.499866
AC073046.3,142.52165,255.80185,36.374435,42.08397,10.331871,20.97983,65.22297,16.227364
ACTG2,0.0,16.159407,0.0,0.0,0.0,0.0,0.0,0.0
DGUOK,677.4705,2191.4065,203.6779,248.34291,145.9,411.52316,298.9342,36.5905
DGUOK-AS1,97.37421,96.72793,31.43738,0.0,0.0,6.111535,18.363195,0.0
AC073046.1,19.609991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TET3,4880.9136,1764.7875,484.90927,142.05098,261.5456,242.72627,299.96667,43.59181
AC073263.1,25.395235,77.65965,4.7187333,0.0,8.693445,16.415655,5.1839013,5.1839013
BOLA3,13.009124,482.46307,15.142516,55.32903,0.0,126.65703,26.75567,4.6594176
BOLA3-AS1,24.341833,71.58609,0.0,0.0,7.6585655,0.0,3.5065398,3.5065398
MOB1A,1992.8134,1752.4692,517.7874,242.87857,225.54414,418.11047,571.74896,61.883602
AC073263.2,12.901757,20.4693,0.0,7.6078115,2.1589887,0.0,0.0,0.0
MTHFD2,1224.0752,710.80316,196.92407,61.919544,214.92944,144.56425,86.62705,22.148918
SLC4A5,60.336998,539.98285,0.0,26.075321,19.59191,57.173782,93.85679,15.573522
DCTN1,620.1017,1026.5173,176.5812,128.23772,148.66975,277.6272,192.85612,20.96646
DCTN1-AS1,14.505333,25.0998,0.0,0.0,0.0,0.0,0.0,0.0
C2orf81,47.677418,638.03625,24.071976,0.0,56.3027,32.307632,41.845215,6.064043
AC005041.4,8.508611,9.021432,4.519377,0.0,0.0,8.877315,20.040512,0.0
WDR54,24.219063,721.8215,17.450636,27.623981,0.0,167.93822,91.57914,5.6155443
INO80B,338.60526,629.94653,42.225574,89.67382,42.508095,122.759674,92.19209,8.809455
WBP1,221.70558,868.6504,74.07488,52.56964,88.803375,111.65751,94.94611,15.405939
MOGS,546.67706,993.68616,118.382805,208.21696,76.54756,197.24117,175.55898,30.028913
AC005041.5,127.67488,415.99683,32.646328,38.751953,6.953925,51.54125,21.41915,6.0811014
MRPL53,66.57799,181.6029,30.012655,21.517166,0.8083003,22.629017,29.248621,6.1820154
CCDC142,238.2498,294.77048,12.229906,6.779807,25.250519,82.869705,24.836756,5.1130877
TTC31,352.99805,501.80722,35.687077,34.177727,35.353058,95.406654,44.969936,0.0
LBX2,38.47067,7.3966284,7.0958004,11.771011,0.0,4.9912043,0.0,0.0
LBX2-AS1,24.65683,7.521939,3.5137556,17.740704,0.0,0.0,0.0,0.0
PCGF1,111.6446,160.852,28.054924,26.392769,13.075928,29.833807,24.321014,4.010228
AUP1,1048.2384,990.04266,181.29765,142.09715,101.64639,314.87637,227.77917,18.591364
HTRA2,79.431206,487.66455,22.518742,55.875893,37.150764,123.66149,71.48743,9.55092
LOXL3,355.568,25.099075,109.07313,0.0,18.17623,0.0,7.8131967,0.0
DOK1,502.26205,214.53008,93.640434,58.23122,83.21415,73.22318,51.612545,5.9322186
M1AP,14.369874,29.176004,0.0,0.0,10.485738,0.0,8.8632,0.0
SEMA4F,19.541403,148.91943,0.0,12.776094,0.0,37.97337,6.3059053,0.0
AC007387.3,4.930653,39.03913,0.0,0.0,0.0,3.6691253,5.8317494,0.0
AC019069.1,66.12625,35.072926,4.816117,0.0,7.6585655,0.0,0.0,0.0
HK2,1803.5449,357.97025,83.2306,0.0,184.80888,23.757866,75.148605,0.0
LINC01291,46.615368,98.576904,6.1850543,0.0,0.0,9.262205,5.9573874,5.9573874
AC104135.1,71.76563,63.567894,5.4781985,0.0,4.795718,8.02294,32.85118,2.4508476
POLE4,773.2234,1210.77,221.74171,89.9131,153.03418,162.2133,200.2386,14.425575
TACR1,141.38173,392.81845,18.421974,45.929665,2.5244217,8.947089,72.08557,0.0
AC007681.1,55.87985,175.3628,2.5526848,17.629118,0.0,0.0,77.301636,0.0
EVA1A,12.367115,24.748995,5.219647,0.0,0.0,0.0,2.4508476,2.4508476
AC007099.1,25.380247,55.490097,11.572688,0.0,0.0,0.0,0.0,0.0
MRPL19,262.35486,908.01953,92.81272,50.312107,63.47216,204.2814,171.11322,15.787806
GCFC2,320.08313,1039.6044,80.59121,36.669514,84.7488,146.84633,204.37683,26.88509
AC005034.5,0.0,31.09993,0.0,0.0,0.0,0.0,0.0,0.0
AC005034.6,38.682346,50.15099,14.294659,0.0,1.9901565,0.0,17.968441,0.0
AC110614.1,31.393332,34.881268,0.0,0.0,0.0,8.360316,14.134363,0.0
AC073091.4,33.2976,45.914196,0.0,7.61884,0.0,0.0,0.0,0.0
LRRTM4,12.56912,26.213484,0.0,0.0,0.0,0.0,0.0,0.0
AC012494.1,20.107111,18.770071,0.0,0.0,0.0,0.0,0.0,0.0
AC092604.1,5.7609797,0.0,0.0,0.0,0.0,0.0,6.3059053,0.0
CTNNA2,43.19933,33.90818,11.327749,7.7243032,0.0,11.891631,5.6815825,0.0
AC098817.1,5.6413307,12.121662,5.1072154,0.0,0.0,3.7885616,0.0,0.0
SUCLG1,670.73254,1193.1945,211.71709,168.5486,51.7002,228.90002,187.56415,12.322259
DNAH6,21.08051,615.17584,5.250294,6.8020186,0.0,0.0,0.0,0.0
TRABD2A,120.77201,5172.6895,4.6747193,0.0,24.75057,109.820465,22.334976,9.668853
TMSB10,8965.976,21114.09,2160.8281,1685.4686,1400.4445,3612.556,3064.19,210.15923
AC022210.2,254.25415,799.2203,22.718008,31.616207,8.319708,33.98311,133.19377,4.8739495
KCMF1,1832.0089,2003.2888,304.0938,157.44016,150.05293,419.4138,317.5547,7.6539993
TCF7L1,24.80302,15.359033,8.588265,0.0,0.0,6.2820454,8.63451,2.4508476
TGOLN2,2404.432,3689.9563,560.1915,392.9259,321.88367,654.491,424.2208,40.51261
RETSAT,132.24538,270.55118,44.7203,16.392328,37.406284,36.151344,21.193556,0.0
ELMOD3,1033.1791,724.20856,92.36062,103.92952,90.67458,184.44553,120.66642,11.960083
CAPG,1459.3184,583.1564,120.17216,19.150066,432.84097,83.42998,349.59512,71.9418
PARTICL,69.55608,104.28505,8.360316,0.0,8.471881,7.786401,0.0,0.0
MAT2A,1042.1144,879.914,152.14708,107.540825,226.17674,266.54092,198.10689,12.106928
GGCX,266.64273,473.3615,72.493004,35.18783,51.688457,87.99886,88.64692,8.856073
VAMP8,2481.1733,3432.018,514.2913,403.68607,561.69025,713.5244,636.93274,131.12407
VAMP5,1178.6312,772.2403,607.47485,125.89301,76.19182,285.81415,84.06028,7.016537
RNF181,595.7597,1149.1222,210.63255,188.79749,208.15231,218.655,211.87228,27.856316
TMEM150A,154.62479,104.216354,25.707531,0.0,8.1371355,31.755594,12.438118,0.0
USP39,551.41455,717.36365,87.36844,51.54001,73.992424,117.401184,105.67844,23.352818
C2orf68,603.0419,617.8915,69.780266,63.272255,43.24552,135.7146,101.97731,2.6438892
GNLY,446.4345,593.2009,51.957733,2278.1304,4.5499063,2850.045,85.46556,0.0
ATOH8,36.316704,0.0,0.0,0.0,0.0,8.631043,0.0,0.0
ST3GAL5,1918.5458,1411.7179,437.9309,141.51773,95.942505,320.61954,323.83258,18.151592
ST3GAL5-AS1,36.359917,23.000534,27.14817,0.0,0.0,0.0,7.7163343,0.0
POLR1A,480.9453,704.3397,82.94231,75.36717,67.26063,113.98742,148.35825,14.97209
PTCD3,962.85626,2159.292,166.23534,115.142105,89.63063,341.9297,386.9697,37.048412
IMMT,943.50903,1890.9567,279.29993,171.76337,164.60489,295.8142,267.5851,36.31731
AC009309.1,24.184422,50.7263,25.473122,0.0,8.1371355,0.0,26.106422,0.0
MRPL35,216.8581,587.2818,73.63216,48.75727,34.868484,132.52983,64.547,3.0282319
KDM3A,717.80615,1662.0804,113.9865,164.48785,64.47043,282.28946,142.73793,19.673697
CHMP3,1607.2888,2435.1243,346.42838,170.51811,182.38306,309.26083,359.5277,19.005812
AC015971.1,168.74303,215.49487,27.641005,16.32667,0.8083003,54.271255,59.047546,0.0
RNF103,405.55344,496.70953,50.55045,38.535374,28.593967,126.89575,49.8521,4.6960163
RMND5A,802.69653,1064.8177,184.05585,186.34787,79.37382,264.19202,186.62617,15.997445
CD8A,8.031432,2574.2175,0.0,91.56969,5.1270146,1117.0604,8.081827,0.0
CD8B,87.43616,3033.7598,2.242345,21.192053,0.0,762.60114,35.84742,3.171954
RGPD1,28.348999,121.429695,4.9721556,0.0,4.2093096,33.65602,24.095758,3.0100617
PLGLB1,43.71691,63.108532,9.102009,14.754778,16.929634,7.800356,6.653097,0.0
AC092651.3,9.383959,3.6691253,7.7483187,0.0,0.0,12.978521,0.0,0.0
AC068279.2,16.61089,51.27369,5.2085524,0.0,0.0,11.213206,0.0,0.0
LINC01943,144.1366,191.403,36.484066,25.311934,19.983463,107.52172,0.0,0.0
CYTOR,1289.6819,968.3648,251.15749,254.18188,189.26746,704.0572,43.230057,8.466572
AC133644.2,0.0,111.84111,0.0,0.0,0.0,16.959082,0.0,0.0
PLGLB2,36.0578,124.67212,19.625795,0.0,0.0,39.301758,0.0,0.0
RGPD2,93.80462,247.30586,4.816117,0.0,8.16648,20.145609,49.509315,3.0282319
KRCC1,622.67303,836.6534,116.31232,48.679577,40.72144,145.69696,224.48059,25.890528
THNSL2,12.321533,16.831621,4.352981,0.0,0.0,0.0,33.49257,0.0
AC104134.1,45.81801,61.12085,8.838777,0.0,0.0,5.2172303,39.351566,3.3228786
EIF2AK3,862.1539,1164.2826,122.8728,172.58144,83.40931,275.71277,593.05896,32.16975
EIF2AK3-DT,26.763815,55.37849,4.358928,19.474726,0.0,0.0,9.543059,0.0
RPIA,242.96445,842.91156,93.82366,54.610374,34.992653,171.4697,159.65341,3.171954
IGKC,956.933,1495.841,142.90436,158.41228,57.90667,267.11823,2974.2935,135.57195
IGKV4-1,0.0,8.152011,0.0,0.0,0.0,0.0,31.22919,0.0
IGKV3-11,0.0,0.0,0.0,0.0,0.0,0.0,30.486319,0.0
IGKV3-20,0.0,0.0,0.0,0.0,0.0,0.0,22.262493,0.0
IGKV2-24,0.0,0.0,0.0,0.0,0.0,0.0,25.095793,0.0
IGKV2-30,6.142222,0.0,0.0,0.0,0.0,0.0,15.446896,0.0
AC103563.7,0.0,208.7959,0.0,0.0,0.0,0.0,0.0,0.0
MAL,60.288902,4846.1,11.149247,7.600113,11.048079,79.92331,46.480732,3.114624
MRPS5,1154.9275,2238.4592,289.5488,188.47568,89.017944,335.25348,237.88463,38.284695
ZNF514,142.09758,357.66162,24.916162,30.990541,17.997911,33.95495,48.96923,0.0
ZNF2,52.968643,94.16829,22.80185,0.0,25.640524,34.78993,5.5593133,0.0
AC092835.1,12.795486,155.96944,4.540893,41.94591,0.0,10.7426815,7.7163343,0.0
FAHD2A,129.34076,440.8007,29.551487,29.475351,42.162136,91.03993,57.487946,12.416253
AC009237.14,6.932473,23.973135,0.0,6.2356176,0.0,0.0,0.0,0.0
LINC00342,348.9193,2534.8103,13.3479,115.85244,71.20592,465.96716,331.83527,45.94999
ANKRD36C,428.56177,3395.1047,37.842255,286.84814,105.7444,730.02563,483.97397,54.38253
GPAT2,0.0,41.247284,0.0,0.0,0.0,0.0,8.6620655,0.0
ASTL,22.584785,29.248995,5.955245,8.891482,20.409075,10.005364,0.0,0.0
DUSP2,400.74326,797.91876,12.279382,129.94438,33.599808,688.9091,67.47798,0.0
AC012307.1,19.850546,32.68639,0.0,0.0,0.0,0.0,10.064385,0.0
STARD7,891.9107,1287.9911,211.04195,150.07903,228.0105,220.59822,351.24042,32.43695
STARD7-AS1,343.4907,205.01045,42.113052,7.995712,7.9447737,61.47359,52.526,7.802403
TMEM127,1253.5864,482.75293,189.44833,38.98471,97.957466,176.48608,161.92583,10.12658
CIAO1,824.6577,1562.741,155.67914,204.95236,159.32181,309.77664,205.69322,20.16413
SNRNP200,1102.1461,2944.6523,214.43443,183.1714,206.95865,582.5055,474.7959,66.43309
AC021188.1,0.0,0.0,0.0,15.96919,0.0,6.8661222,0.0,0.0
ITPRIPL1,2.394277,59.533623,0.0,87.452965,10.572905,110.1551,0.0,0.0
NCAPH,13.297005,47.99382,0.0,6.779807,0.0,8.688863,4.165193,0.0
AC013270.1,63.5852,14.599781,0.0,0.0,0.0,0.0,0.0,0.0
ARID5A,1128.7782,1453.3685,54.47704,162.21266,116.22947,232.67197,145.46352,17.979671
KANSL3,681.9272,1063.0289,64.70332,64.629776,24.707151,255.15335,105.27181,4.694196
FER1L5,0.0,16.011147,0.0,0.0,9.271069,0.0,0.0,0.0
LMAN2L,98.2329,247.40004,36.76194,14.327143,0.0,33.05776,41.387295,10.012709
CNNM4,279.60248,234.98718,15.523104,8.230193,43.847664,46.990097,196.00893,2.9070172
CNNM3,162.67142,533.61066,58.97645,51.462368,18.569857,135.47119,76.55438,2.7609892
ANKRD23,134.66951,851.374,14.696386,91.44037,14.9392395,96.011215,155.61055,8.414941
ANKRD39,90.88558,462.01874,27.888052,29.636345,22.101748,141.06256,89.41451,10.798123
SEMA4C,19.690132,248.17525,30.702116,98.943085,8.148042,74.69694,0.0,0.0
FAM178B,0.0,120.227036,0.0,17.235786,0.0,6.8661222,0.0,0.0
FAHD2B,31.47349,294.24353,0.0,16.988949,0.0,56.404305,29.133732,0.0
ANKRD36,552.85986,3292.9949,59.594643,203.3637,56.800873,556.25385,450.9694,42.42414
AC159540.2,3.2532492,109.257324,3.2532492,0.0,6.6562715,25.760632,6.183663,0.0
AC092683.1,108.33479,1484.953,0.0,53.490303,21.169916,272.09848,166.33171,14.534826
AC092683.2,6.0919356,26.513643,0.0,0.0,0.0,0.0,7.5305357,0.0
ANKRD36B,215.85902,2222.472,13.965786,85.391556,36.592396,366.3646,324.92352,36.722824
COX5B,1636.2585,4272.573,695.93036,393.36444,340.40088,783.4903,521.96246,44.5477
ACTR1B,416.4116,1249.4548,96.65479,77.17027,125.13333,139.2874,162.70512,5.668006
C2orf92,58.8537,217.99565,12.836192,12.814,18.676174,32.21051,7.5684066,0.0
ZAP70,0.0,3087.9612,0.0,509.40643,0.0,772.5191,14.511615,0.0
TMEM131,5122.064,3326.321,636.82776,230.39624,303.4144,551.6876,1113.3882,45.772507
VWA3B,14.782718,0.0,7.234922,0.0,0.0,0.0,0.0,0.0
INPP4A,3118.0547,5503.827,564.86475,660.9644,250.067,1206.3225,231.22162,126.11207
COA5,351.29807,516.88586,48.965233,122.72049,95.10702,110.22336,131.03041,13.145078
UNC50,404.2259,722.72723,79.272125,81.22589,50.757935,143.86272,113.71977,11.778937
